,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year
0,Sacramento Kings*,82,241.5,40.0,88.9,.450,6.5,20.2,.322,33.4,68.7,.487,18.5,24.6,.754,12.9,32.1,45.0,23.8,9.6,4.6,16.2,21.1,105.0,2000
1,Detroit Pistons*,82,241.8,37.1,80.9,.459,5.4,14.9,.359,31.8,66.0,.481,23.9,30.6,.781,11.2,30.0,41.2,20.8,8.1,3.3,15.7,24.5,103.5,2000
2,Dallas Mavericks,82,240.6,39.0,85.9,.453,6.3,16.2,.391,32.6,69.8,.468,17.2,21.4,.804,11.4,29.8,41.2,22.1,7.2,5.1,13.7,21.6,101.4,2000
3,Indiana Pacers*,82,240.6,37.2,81.0,.459,7.1,18.1,.392,30.0,62.8,.478,19.9,24.5,.811,10.3,31.9,42.1,22.6,6.8,5.1,14.1,21.8,101.3,2000
4,Milwaukee Bucks*,82,242.1,38.7,83.3,.465,4.8,13.0,.369,33.9,70.2,.483,19.0,24.2,.786,12.4,28.9,41.3,22.6,8.2,4.6,15.0,24.6,101.2,2000
5,Los Angeles Lakers*,82,241.5,38.3,83.4,.459,4.2,12.8,.329,34.1,70.6,.482,20.1,28.9,.696,13.6,33.4,47.0,23.4,7.5,6.5,13.9,22.5,100.8,2000
6,Orlando Magic,82,240.9,38.6,85.5,.452,3.6,10.6,.338,35.1,74.9,.468,19.2,26.1,.735,14.0,31.0,44.9,20.8,9.1,5.7,17.6,24.0,100.1,2000
7,Houston Rockets,82,241.8,36.6,81.3,.450,7.1,19.8,.358,29.5,61.5,.480,19.2,26.2,.733,12.3,31.5,43.8,21.6,7.5,5.3,17.4,20.3,99.5,2000
8,Boston Celtics,82,240.6,37.2,83.9,.444,5.1,15.4,.331,32.2,68.5,.469,19.8,26.5,.745,13.5,29.5,43.0,21.2,9.7,3.5,15.4,27.1,99.3,2000
9,Seattle SuperSonics*,82,241.2,37.9,84.7,.447,6.7,19.6,.339,31.2,65.1,.480,16.6,23.9,.695,12.7,30.3,43.0,22.9,8.0,4.2,14.0,21.7,99.1,2000
10,Denver Nuggets,82,242.1,37.3,84.3,.442,5.7,17.0,.336,31.5,67.2,.469,18.7,25.8,.724,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9,99.0,2000
11,Phoenix Suns*,82,241.5,37.7,82.6,.457,5.6,15.2,.368,32.1,67.4,.477,17.9,23.6,.759,12.5,31.2,43.7,25.6,9.1,5.3,16.7,24.1,98.9,2000
12,Minnesota Timberwolves*,82,242.7,39.3,84.3,.467,3.0,8.7,.346,36.3,75.5,.481,16.8,21.6,.780,12.4,30.1,42.5,26.9,7.6,5.4,13.9,23.3,98.5,2000
13,Charlotte Hornets*,82,241.2,35.8,79.7,.449,4.1,12.2,.339,31.7,67.5,.469,22.7,30.0,.758,10.8,32.1,42.9,24.7,8.9,5.9,14.7,20.4,98.4,2000
14,New Jersey Nets,82,241.8,36.3,83.9,.433,5.8,16.8,.347,30.5,67.2,.454,19.5,24.9,.784,12.7,28.2,40.9,20.6,8.8,4.8,13.6,23.3,98.0,2000
15,Portland Trail Blazers*,82,241.2,36.8,78.4,.470,5.0,13.8,.361,31.9,64.7,.493,18.8,24.7,.760,11.8,31.2,43.0,23.5,7.7,4.8,15.2,22.7,97.5,2000
16,Toronto Raptors*,82,240.9,36.3,83.9,.433,5.2,14.3,.363,31.2,69.6,.447,19.3,25.2,.765,13.4,29.9,43.3,23.7,8.1,6.6,13.9,24.3,97.2,2000
17,Cleveland Cavaliers,82,242.1,36.3,82.1,.442,4.2,11.2,.373,32.1,70.9,.453,20.2,26.9,.750,12.3,30.5,42.8,23.7,8.7,4.4,17.4,27.1,97.0,2000
18,Washington Wizards,82,241.5,36.7,81.5,.451,4.1,10.9,.376,32.6,70.6,.462,19.1,25.7,.743,13.0,29.7,42.7,21.6,7.2,4.7,16.1,26.2,96.6,2000
19,Utah Jazz*,82,240.9,36.1,77.8,.464,4.0,10.4,.385,32.1,67.4,.476,20.3,26.2,.773,11.4,29.6,41.0,24.9,7.7,5.4,14.9,24.5,96.5,2000
20,San Antonio Spurs*,82,242.1,36.0,78.0,.462,4.0,10.8,.374,32.0,67.2,.476,20.1,27.0,.746,11.3,32.5,43.8,22.2,7.5,6.7,15.0,20.9,96.2,2000
21,Golden State Warriors,82,240.9,36.5,87.1,.420,4.2,13.0,.323,32.3,74.0,.437,18.3,26.2,.697,15.9,29.7,45.6,22.6,8.9,4.3,15.9,24.9,95.5,2000
22,Philadelphia 76ers*,82,241.8,36.5,82.6,.442,2.5,7.8,.323,34.0,74.8,.454,19.2,27.1,.708,14.0,30.1,44.1,22.2,9.6,4.7,15.7,23.6,94.8,2000
23,Miami Heat*,82,241.8,36.3,78.8,.460,5.4,14.7,.371,30.8,64.1,.481,16.4,22.3,.736,11.2,31.9,43.2,23.5,7.1,6.4,15.0,23.7,94.4,2000
24,Atlanta Hawks,82,241.8,36.6,83.0,.441,3.1,9.9,.317,33.4,73.1,.458,18.0,24.2,.743,14.0,31.3,45.3,18.9,6.1,5.6,15.4,21.0,94.3,2000
25,Vancouver Grizzlies,82,242.1,35.3,78.5,.449,4.0,11.0,.361,31.3,67.6,.463,19.4,25.1,.774,12.3,28.3,40.6,20.7,7.4,4.2,16.8,22.9,93.9,2000
26,New York Knicks*,82,241.8,35.3,77.7,.455,4.3,11.4,.375,31.0,66.3,.468,17.2,22.0,.781,9.8,30.7,40.5,19.4,6.3,4.3,14.6,24.2,92.1,2000
27,Los Angeles Clippers,82,240.3,35.1,82.4,.426,5.2,15.5,.339,29.9,67.0,.446,16.6,22.3,.746,11.6,29.0,40.6,18.0,7.0,6.0,16.2,22.2,92.0,2000
28,Chicago Bulls,82,241.5,31.3,75.4,.415,4.1,12.6,.329,27.1,62.8,.432,18.1,25.5,.709,12.6,28.3,40.9,20.1,7.9,4.7,19.0,23.3,84.8,2000
0,Sacramento Kings*,82,244.9,38.2,85.0,.449,5.8,16.5,.354,32.4,68.5,.472,19.5,25.3,.771,12.0,33.0,45.0,22.6,9.7,5.3,14.9,19.5,101.7,2001
1,Milwaukee Bucks*,82,241.2,38.0,82.9,.458,6.9,18.1,.379,31.1,64.8,.480,18.0,22.9,.787,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5,100.7,2001
2,Los Angeles Lakers*,82,242.7,37.9,81.5,.465,5.4,15.5,.344,32.6,66.0,.494,19.4,28.5,.683,13.2,31.5,44.7,23.0,6.9,6.0,14.4,22.8,100.6,2001
3,Dallas Mavericks*,82,241.5,37.6,81.9,.459,6.3,16.5,.381,31.3,65.4,.479,18.9,23.8,.794,10.1,31.4,41.5,21.2,7.5,6.0,13.9,23.3,100.5,2001
4,Toronto Raptors*,82,243.4,37.2,85.0,.437,5.2,14.2,.369,31.9,70.8,.451,18.1,24.2,.747,13.6,30.8,44.5,24.4,7.3,6.3,13.2,21.3,97.6,2001
5,Orlando Magic*,82,243.4,36.7,83.8,.438,6.0,16.4,.364,30.8,67.4,.456,18.0,25.2,.714,13.0,29.9,42.9,22.0,8.2,5.9,15.2,25.3,97.5,2001
6,Minnesota Timberwolves*,82,241.8,38.4,83.8,.458,3.9,11.0,.357,34.5,72.8,.473,16.6,21.2,.785,12.2,30.1,42.3,25.4,8.3,5.6,13.9,23.2,97.3,2001
7,Seattle SuperSonics,82,241.5,36.9,81.1,.456,5.7,14.3,.399,31.3,66.8,.468,17.7,24.2,.732,12.2,29.5,41.7,21.9,8.0,5.0,15.3,21.1,97.3,2001
8,Houston Rockets,82,241.8,35.9,79.2,.453,6.1,17.2,.357,29.7,62.0,.480,19.3,25.4,.758,11.2,30.8,42.0,19.7,7.2,4.4,14.7,20.2,97.2,2001
9,Utah Jazz*,82,241.2,36.1,76.7,.471,4.0,10.4,.381,32.1,66.3,.485,20.9,27.8,.752,11.5,29.1,40.6,25.7,8.1,5.6,15.8,25.7,97.1,2001
10,Denver Nuggets,82,241.2,36.3,83.9,.433,6.2,17.6,.355,30.1,66.3,.454,17.7,24.0,.737,12.7,31.5,44.2,24.0,6.7,6.6,13.9,22.2,96.6,2001
11,San Antonio Spurs*,82,241.8,35.2,76.4,.461,5.4,13.3,.407,29.7,63.0,.472,20.4,28.5,.715,11.0,33.1,44.1,21.7,6.9,7.0,14.0,18.9,96.2,2001
12,Detroit Pistons,82,242.1,35.6,83.9,.424,4.7,13.6,.350,30.9,70.3,.439,19.6,27.2,.721,13.5,32.0,45.5,19.9,7.5,5.5,15.9,23.8,95.6,2001
13,Portland Trail Blazers*,82,241.2,36.6,78.3,.468,4.5,12.9,.349,32.1,65.4,.492,17.6,23.2,.762,11.7,30.3,42.0,23.9,8.2,5.1,15.3,21.3,95.4,2001
14,Philadelphia 76ers*,82,242.1,35.4,79.1,.447,3.2,9.8,.326,32.2,69.3,.464,20.7,27.8,.745,13.1,31.7,44.8,20.6,8.4,5.0,15.8,20.4,94.7,2001
15,Boston Celtics,82,241.8,33.8,79.1,.428,7.2,19.9,.363,26.6,59.2,.450,19.8,26.7,.740,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6,2001
16,Phoenix Suns*,82,241.5,35.9,82.4,.436,4.0,12.9,.315,31.9,69.5,.458,18.2,24.1,.755,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7,94.0,2001
17,Washington Wizards,82,240.0,34.5,78.7,.439,3.4,10.3,.324,31.2,68.4,.456,20.8,27.4,.759,12.4,28.9,41.3,20.1,7.7,4.7,17.0,23.3,93.2,2001
18,Indiana Pacers*,82,243.7,34.5,78.4,.440,4.8,14.1,.342,29.7,64.3,.461,18.8,24.5,.766,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6,2001
19,Golden State Warriors,82,241.2,35.8,87.5,.409,3.4,11.8,.293,32.4,75.7,.427,17.4,24.7,.706,16.4,29.1,45.5,21.8,9.0,5.0,15.9,21.1,92.5,2001
20,Los Angeles Clippers,82,244.3,35.3,78.9,.448,4.4,13.0,.339,30.9,65.9,.469,17.4,25.1,.693,11.7,31.2,42.9,19.3,6.0,6.3,15.8,21.6,92.5,2001
21,Cleveland Cavaliers,82,241.8,35.2,79.7,.442,2.7,8.0,.334,32.6,71.6,.455,19.0,24.9,.765,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2,2001
22,New Jersey Nets,82,240.6,33.9,79.9,.425,4.4,13.2,.333,29.5,66.7,.443,19.9,26.2,.759,11.1,28.5,39.6,19.5,7.9,5.0,14.7,24.2,92.1,2001
23,Charlotte Hornets*,82,242.4,34.1,79.3,.431,4.1,12.0,.346,30.0,67.3,.446,19.5,26.2,.745,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4,91.9,2001
24,Vancouver Grizzlies,82,241.2,35.0,79.7,.439,4.0,11.5,.343,31.0,68.2,.455,17.8,23.1,.770,10.9,29.6,40.5,23.2,7.1,4.4,15.7,21.1,91.7,2001
25,Atlanta Hawks,82,240.6,35.1,81.3,.431,4.1,11.4,.357,31.0,69.9,.443,16.8,22.1,.759,12.5,30.4,42.9,19.0,7.7,4.7,16.7,22.7,91.0,2001
26,Miami Heat*,82,242.4,32.9,76.3,.430,5.8,16.9,.345,27.0,59.4,.455,17.4,22.9,.759,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21.0,88.9,2001
27,New York Knicks*,82,242.7,33.6,75.6,.444,4.8,13.6,.351,28.8,62.0,.465,16.8,21.1,.796,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7,88.7,2001
28,Chicago Bulls,82,242.1,33.2,78.2,.424,4.0,11.6,.346,29.2,66.6,.438,17.2,23.3,.739,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87.6,2001
0,Dallas Mavericks*,82,242.4,39.0,84.5,.462,7.6,20.1,.378,31.5,64.5,.488,19.6,24.3,.806,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5,105.2,2002
1,Sacramento Kings*,82,240.9,39.8,85.4,.467,5.2,14.1,.367,34.6,71.3,.486,19.7,26.3,.751,12.4,33.0,45.3,23.9,9.0,4.6,13.8,19.0,104.6,2002
2,Los Angeles Lakers*,82,241.2,38.4,83.4,.461,6.2,17.5,.354,32.2,65.9,.489,18.2,26.1,.699,12.5,31.8,44.3,23.0,7.6,5.8,12.7,22.2,101.3,2002
3,Orlando Magic*,82,241.8,37.6,84.1,.448,7.6,20.2,.373,30.1,63.8,.471,17.6,23.4,.754,11.5,29.8,41.2,22.0,8.1,4.7,13.6,20.7,100.5,2002
4,Minnesota Timberwolves*,82,241.5,38.7,84.0,.461,4.8,12.8,.378,33.9,71.2,.476,17.1,21.4,.798,12.9,31.2,44.2,24.3,6.4,5.2,13.4,21.2,99.3,2002
5,Seattle SuperSonics*,82,241.8,38.2,81.5,.469,6.0,15.8,.378,32.2,65.7,.490,15.4,20.4,.755,11.8,28.5,40.3,23.5,8.5,4.4,13.7,21.1,97.7,2002
6,Golden State Warriors,82,241.2,36.6,85.2,.429,3.9,12.1,.322,32.7,73.1,.447,20.6,28.6,.722,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23.0,97.7,2002
7,Milwaukee Bucks,82,242.7,37.1,80.2,.462,7.2,19.3,.375,29.9,60.9,.490,16.1,21.5,.748,10.3,31.2,41.4,22.5,7.3,4.7,14.1,21.8,97.5,2002
8,Indiana Pacers*,82,242.7,35.8,80.2,.446,4.9,14.6,.339,30.9,65.7,.470,20.3,26.3,.772,11.3,31.3,42.7,23.0,8.0,5.3,15.2,22.9,96.8,2002
9,San Antonio Spurs*,82,242.1,35.5,77.6,.458,5.3,14.8,.362,30.2,62.8,.480,20.3,27.4,.742,11.1,31.3,42.4,20.0,7.6,6.5,14.4,19.2,96.7,2002
10,Portland Trail Blazers*,82,241.8,36.6,81.4,.450,5.7,16.1,.354,31.0,65.3,.474,17.7,23.2,.763,13.2,29.8,43.0,23.5,8.6,4.5,14.3,19.7,96.6,2002
11,Boston Celtics*,82,241.8,34.8,82.1,.424,8.5,23.7,.359,26.3,58.4,.450,18.3,23.9,.764,10.9,31.3,42.2,21.0,9.7,3.6,13.6,21.7,96.4,2002
12,New Jersey Nets*,82,241.8,37.1,83.1,.446,4.9,14.6,.338,32.2,68.6,.469,17.1,23.3,.735,12.7,30.7,43.3,24.3,8.7,6.0,14.5,21.1,96.2,2002
