,team,year,offense_fg,offense_fga,offense_fg%,offense_3p,offense_3pa,offense_3p%,offense_2p,offense_2pa,offense_2p%,offense_ft,offense_fta,offense_ft%,offense_orb,offense_drb,offense_trb,offense_ast,offense_stl,offense_blk,offense_tov,offense_pf,offense_pts
13,charlotte_hornets,2000,0.3966569477368006,0.3272340969384744,0.4420151086470296,0.28616446080940605,0.3398605995738776,0.3435879535324519,0.4977207758088042,0.5203434028492022,0.42780001855820987,0.845711428539979,0.8682188831678646,0.581329164260756,0.2649947028231825,0.6662724702700402,0.5011861632915315,0.6151854709017475,0.5622587743179234,0.5859491811138079,0.4551444337713869,0.1761675232728523,0.5344073358911158
14,new_jersey_nets,2000,0.4407299419297785,0.5569117082837847,0.2477880224092388,0.5509204166204571,0.5834292507240258,0.40006184469555933,0.3825154413474787,0.5074157268163609,0.2543675786021783,0.5110765219241087,0.4974796743002373,0.7320368166052331,0.5044564394457375,0.14914233009981137,0.2968843622455525,0.2761407264193737,0.5460058399777742,0.4307761607017845,0.3262693441103469,0.4598666140159759,0.5186894730707887
15,portland_trail_blazers,2000,0.4848029361227564,0.2561434077125452,0.6969381593341293,0.4263293785917272,0.42458013040871184,0.4988911542309963,0.5169216648856917,0.39968509320934953,0.7052919224878604,0.4378751361018871,0.48294088179562455,0.5929220605949465,0.39102719578242207,0.5469347456153718,0.5114012533438306,0.5159528627605648,0.36722356223613245,0.4307761607017845,0.5137240199809505,0.4011702504139502,0.49904214454538
16,toronto_raptors,2000,0.4407299419297785,0.5569117082837847,0.2477880224092388,0.4574771380989097,0.4510549837945975,0.513009627021773,0.4497185531165852,0.6108371350790915,0.17343243995603091,0.4901618402606168,0.5192878630571567,0.6219043014304229,0.5926791845172052,0.3745580322252955,0.5420465235007271,0.5324916307840952,0.4322352995967293,0.6846956486487317,0.36141709583608517,0.5576938866860184,0.48725374743013494
17,cleveland_cavaliers,2000,0.4407299419297785,0.45847844627865114,0.3570407584179961,0.30173834056299736,0.28691089280210624,0.5836019909756569,0.5361225539625796,0.666857064554738,0.2428054159384429,0.5842779077463303,0.6428675993463656,0.5349575789239938,0.4540434422620418,0.4541165153284078,0.4909710732392324,0.5324916307840952,0.5297529056376247,0.3743496078246852,0.7714741993030306,0.8316102501621376,0.47939481601997136
18,washington_wizards,2000,0.4759883372841613,0.42566735894360713,0.46629349442675344,0.28616446080940605,0.27102598077057494,0.604779700161822,0.5841247766547986,0.6539293885218962,0.3468648799120625,0.469247158597125,0.5556348443186887,0.49438244175432683,0.5422661873335094,0.3480385378575916,0.480755983186934,0.35883456653702583,0.28595889053538626,0.41666952248250966,0.6191672751581654,0.7435657047590991,0.4636769531996442
19,utah_jazz,2000,0.4231007442525877,0.22333232037750045,0.6241030019949577,0.2705905810558148,0.2445511273846892,0.6683128277203174,0.5361225539625796,0.516034177504922,0.5087351572043586,0.5947352485780764,0.5919818255802207,0.6682758867671851,0.34061419859872616,0.33477879067373983,0.3070994522978516,0.6317242389252778,0.36722356223613245,0.5154159900174337,0.4785762682552125,0.5772593412200269,0.4597474874945627
20,san_antonio_spurs,2000,0.414286145413992,0.23426934948918204,0.5998246162152345,0.2705905810558148,0.2657310100933978,0.5906612273710452,0.5265221094241357,0.5074157268163609,0.5087351572043586,0.5738205669145846,0.6501369955986721,0.5117717862556127,0.3280109493028023,0.719311459005448,0.5931219737622219,0.408450870607617,0.3347176935558339,0.6988022868680066,0.49029218549712517,0.22508115960787356,0.44795909037931764
21,golden_state_warriors,2000,0.4583591396069699,0.7319041740706871,0.08997851484103381,0.30173834056299736,0.38222036499129475,0.2306401712062378,0.5553234430394668,0.8004430502274319,0.05781081331867716,0.38558843194315734,0.5919818255802207,0.2277458260679449,0.9077604169153042,0.3480385378575916,0.7769935947036034,0.4415284066546781,0.5622587743179234,0.36024296960541025,0.5957354406743398,0.6163902502880437,0.4204528304437454
22,philadelphia_76ers,2000,0.4583591396069699,0.48582101905785474,0.3570407584179961,0.03698238475194632,0.10688188977808366,0.2306401712062378,0.7185310001930115,0.8349168529816755,0.2543675786021783,0.4797044994288707,0.6574063918509787,0.2915067559059923,0.668298680292749,0.40107752659299994,0.6237672439191192,0.408450870607617,0.6760293146989679,0.41666952248250966,0.5723036061905142,0.48921479581698873,0.39294657050817317
23,miami_heat,2000,0.4407299419297785,0.2780174659359076,0.5755462304355108,0.4886248976060922,0.472234866503306,0.5694835181848801,0.41131677496281016,0.3738297411436664,0.5665459705230358,0.18689895613998403,0.30847537174027073,0.45380730458465995,0.3154077000068781,0.6397529759023358,0.5318314334484288,0.5159528627605648,0.26970595619523696,0.6564823722101821,0.49029218549712517,0.49899752308399276,0.37722870768784655
24,atlanta_hawks,2000,0.4671737384455656,0.5076950772812179,0.3449015655281342,0.1304256632734937,0.21807627399880355,0.18828475283390794,0.6609283329623487,0.7616600221289076,0.30061622925712006,0.35421640944791943,0.4465939005340925,0.49438244175432683,0.668298680292749,0.560194492799224,0.7463483245467062,0.1355611982193647,0.10717661279374452,0.5436292664559832,0.5371558544647762,0.234863886874878,0.3732992419827645
25,vancouver_grizzlies,2000,0.35258395354382277,0.2616119222683856,0.4420151086470296,0.2705905810558148,0.27632095144775204,0.4988911542309963,0.45931899765502915,0.5246526281934825,0.35842704257579727,0.5006191810923626,0.5120184668048504,0.6740723349342803,0.4540434422620418,0.16240207728366357,0.2662390920886559,0.28441011043113873,0.31846475921568473,0.3461363313861354,0.7011786958515545,0.42073570494795864,0.35758137916243793
26,new_york_knicks,2000,0.35258395354382277,0.21786380582166,0.5148502659862011,0.3173122203165885,0.29750083415646056,0.5977204637664336,0.4305176640396977,0.46863269871783664,0.41623785589447443,0.2705576827939517,0.28666718298335137,0.7146474721039466,0.13896220986394292,0.4806360096961117,0.2560240020363569,0.1769081182781908,0.13968248147404305,0.36024296960541025,0.44342851652947424,0.547911159419014,0.2868509964709663
27,los_angeles_clippers,2000,0.3349547558666319,0.4748839899461739,0.16281367218020537,0.4574771380989097,0.5145946319207231,0.3435879535324519,0.3249127741168158,0.49879727612779995,0.16187027729229547,0.20781363780347623,0.30847537174027073,0.5117717862556127,0.365820697190574,0.2552203075706276,0.2662390920886559,0.06113674211347786,0.2534530218550877,0.6000558193330827,0.6308831924000778,0.35225661407892894,0.2829215307658848
28,chicago_bulls,2000,0.0,0.09208797103732363,0.02928255039172417,0.28616446080940605,0.3610404822825862,0.27299558957856807,0.056100327040389864,0.3178098116680206,0.0,0.36467375027966553,0.5410960518140759,0.2973032040730882,0.49185319014981355,0.16240207728366357,0.2968843622455525,0.23479380636054759,0.39972943091643093,0.41666952248250966,0.9589288751736345,0.4598666140159759,0.0
29,sacramento_kings,2001,0.7230703782208266,0.710517526630033,0.5073398712490417,0.5576642749448327,0.5935621684189121,0.45601415123079775,0.6850105487071254,0.6273027033197396,0.5290503057222757,0.5791657255502064,0.5590436005018133,0.6825964019586097,0.4726033714353589,0.7932508134693953,0.7361357103170627,0.49202426356999795,0.7477335551785561,0.48802251319283996,0.5199088054384635,0.14939431679097703,0.7877866187987679
30,milwaukee_bucks,2001,0.7043568866282328,0.5900417315401008,0.6061939539410012,0.7373316410212625,0.6928719639457877,0.6208901297667135,0.5514199395592619,0.4686093665283022,0.6140259172808782,0.3741006266484517,0.3665614609923661,0.7850663111842708,0.4606170844225262,0.45599314792711315,0.4969193882076035,0.48333849835572007,0.4749426139642665,0.3827204145913753,0.32830460545550977,0.5859371831921869,0.745739091204755
31,los_angeles_lakers,2001,0.6950001408319358,0.5097245348134787,0.6830804627014151,0.4923306872806766,0.531493546214615,0.3900637598164314,0.7055629501144893,0.5200774757579576,0.7627332375084336,0.5654947189567558,0.8156864531810761,0.11901190121747757,0.6164388155893519,0.5908962141440259,0.7085338269967407,0.5267673244271089,0.23852379824521572,0.6108749615612155,0.44007372211223283,0.5095421815719753,0.7415343384453534
32,dallas_mavericks,2001,0.6669299034430457,0.5326723053067994,0.6171777409067745,0.639331259525028,0.5935621684189121,0.6340802080495869,0.5719723409666255,0.4943434211431302,0.6034039658360528,0.4971396859895043,0.43874226330840893,0.8298968964704974,0.24486391819153652,0.5774059075223346,0.41411373824663705,0.37042355057010895,0.34764017473093145,0.6108749615612155,0.3602386387860022,0.5641100398721265,0.7373295856859523
33,toronto_raptors,2001,0.6295029202578586,0.710517526630033,0.3755344276597622,0.4596638934485985,0.4508043373490286,0.5549397383523472,0.6336295451887163,0.7259499126765787,0.3059893253809428,0.3877716332419022,0.47082261989331664,0.5288915381201196,0.664383963640683,0.4964640677921871,0.690132571449859,0.6483680374269976,0.31126804923569285,0.6635260108619478,0.24846952212927914,0.34583860667152155,0.6153917556633147
34,orlando_magic,2001,0.5827191912763746,0.6416742151500714,0.3865182146255344,0.5903310687769109,0.5873553061984823,0.5219645426451641,0.5205913374482164,0.5801236031925557,0.35909908260506973,0.3741006266484517,0.5510235113555862,0.3175473503421955,0.5924662415636864,0.37505130819696525,0.5429225270748071,0.4399096722843312,0.4749426139642665,0.5933246117943047,0.5678098554342017,0.7823814730727314,0.6111870029039137
35,minnesota_timberwolves,2001,0.7417838698134198,0.6416742151500714,0.6061939539410012,0.24732973354009072,0.25218474629527765,0.475799268655108,0.900810763484444,0.8117300947260042,0.5396722571671005,0.18270653434014755,0.23021994550650776,0.7722575725310633,0.49657594546102435,0.4020319214403482,0.4877187604341627,0.7352256895697753,0.49312867671188604,0.5406735624935723,0.3602386387860022,0.5531964682120961,0.602777497385111
36,seattle_supersonics,2001,0.6014326828689678,0.4867767643201578,0.5842263800094551,0.5413308780287938,0.45701119956945835,0.752790912595446,0.5719723409666255,0.5543895485777277,0.4865624999429737,0.3330876068681007,0.47082261989331664,0.4328259982210629,0.49657594546102435,0.3210900817102003,0.43251499379351876,0.4312239070700533,0.438570488469028,0.4353714638921076,0.5837768720994481,0.32401146335146114,0.602777497385111
37,houston_rockets,2001,0.5078652249059998,0.37777485447688597,0.5512750191121345,0.6066644656929499,0.6370102039619201,0.475799268655108,0.4075531297077162,0.34851711165910654,0.6140259172808782,0.5518237123633059,0.5670636896480401,0.5993396007127613,0.37671307533269677,0.4964640677921871,0.4601168771138407,0.24013707235594237,0.2930819864880736,0.33006936529064296,0.4879747721079711,0.2257893184111887,0.59857274462571
38,utah_jazz,2001,0.5265787164985937,0.23435128889363283,0.7489831844960552,0.26366313045612977,0.2149435729726994,0.6340802080495869,0.6541819465960803,0.5329445030653713,0.6671356745050051,0.7705598178585105,0.7595458291574874,0.5609133847531386,0.41267193637119515,0.2671288552234354,0.3313080882856706,0.7612829852126086,0.45675655121664727,0.5406735624935723,0.6636119554256787,0.8260357597128524,0.5943679918663083
39,denver_nuggets,2001,0.5452922080911868,0.647411157773402,0.33159927979666826,0.6229978626089889,0.661837652843639,0.46260919037223436,0.44865793252244374,0.5329445030653713,0.33785517971541834,0.3330876068681007,0.4547824416008628,0.4648478448540818,0.5565073805251881,0.5908962141440259,0.6625306881295371,0.6136249765698867,0.20215167274997706,0.7161770601626801,0.3602386387860022,0.44406075161179365,0.5733442280693019
40,san_antonio_spurs,2001,0.4423680043319226,0.21714046102364262,0.6391453148383218,0.4923306872806766,0.3949425773651612,0.8055512257269393,0.4075531297077162,0.39140720268381934,0.5290503057222757,0.7022047848912589,0.8156864531810761,0.3239517196687986,0.35274050130703133,0.8067411200910868,0.6533300603560962,0.4138523766414978,0.23852379824521572,0.7863784592303233,0.3762056554512483,0.0839128868307954,0.5565252170316971
41,detroit_pistons,2001,0.47979498751710964,0.647411157773402,0.2327451971047082,0.3779969088684032,0.41356316402645027,0.4296339946650512,0.530867538151898,0.7045048671642223,0.17852590804303825,0.5928367321436568,0.7114252942801255,0.36237793562842124,0.6523976766278502,0.6583477472524824,0.7821388491842663,0.25750860278449783,0.34764017473093145,0.5231232127266615,0.6795789720909249,0.6186778981722778,0.531296700475289
42,portland_trail_blazers,2001,0.5733624454800776,0.3261423708669145,0.7160318235987346,0.34533011503632505,0.3701151284834423,0.4230389555236146,0.6541819465960803,0.4943434211431302,0.7414893346187834,0.31941660027465063,0.39062172843104703,0.6249570780191763,0.43664451039686053,0.4290125346837307,0.4601168771138407,0.6049392113556087,0.4749426139642665,0.45292181365901835,0.5837768720994481,0.34583860667152155,0.5228871949564868
43,philadelphia_76ers,2001,0.4610814959245158,0.37203791185355534,0.48537229731749504,0.13299595512781737,0.17770239965012113,0.27135305527057235,0.6644581472997622,0.6616147761395096,0.4440746941636722,0.74321780467161,0.7595458291574874,0.516082799466912,0.6044525285765192,0.6178768273874085,0.7177344547701809,0.3183089592844425,0.5113147394595053,0.4353714638921076,0.6636119554256787,0.24761646173124915,0.49345392564067775
44,boston_celtics,2001,0.31137356318376685,0.37203791185355534,0.2766803449678016,0.7863318317693795,0.8045954839135223,0.5153695035037275,0.08899090789357972,0.22842485678991092,0.29536737393611745,0.6201787453305574,0.6713248485489907,0.48406095283389317,0.3407542142941986,0.24014824198005244,0.2577030660981443,0.335680489712998,0.6931753669356984,0.2774183159899105,0.6476449387604324,0.6186778981722778,0.4892491728812761
45,phoenix_suns,2001,0.5078652249059998,0.5613570184234501,0.3645506406939883,0.26366313045612977,0.3701151284834423,0.1988076247147694,0.6336295451887163,0.6701927943444523,0.3803429854947199,0.4014426398353522,0.4628025307470899,0.5801264927329499,0.44863079740969347,0.4964640677921871,0.5245212715279262,0.5441388548556644,0.7113614296833176,0.47047216342592924,0.5678098554342017,0.4986286099119449,0.4640206563248686
46,washington_wizards,2001,0.3768707837578447,0.3490901413602353,0.3975020015913083,0.16566274895989544,0.2087367107522697,0.2581629769876991,0.5616961402629436,0.6230136942172685,0.35909908260506973,0.7568888112650605,0.7274654725725794,0.605743970039365,0.52054851948669,0.24014824198005244,0.39571248269975534,0.27488013321305366,0.3840123002261701,0.3827204145913753,0.8552161554086322,0.5641100398721265,0.4303826342496584
47,indiana_pacers,2001,0.3768707837578447,0.33187931349024513,0.4084857885570816,0.39433030578444217,0.4445974751285989,0.3768736815335585,0.4075531297077162,0.4471643210159458,0.4122088398291966,0.48346867939605426,0.4948828873319976,0.6505745553255907,0.37671307533269677,0.6043865207657175,0.5429225270748071,0.39648084621294233,0.23852379824521572,0.5933246117943047,0.5678098554342017,0.5859371831921869,0.4051541176932503
48,golden_state_warriors,2001,0.49850847910970286,0.8539410922132861,0.06798839261810807,0.16566274895989544,0.30183964405871544,0.05371676360316341,0.6850105487071254,0.9361113586976715,0.0510624907051343,0.29207458708774964,0.5109230656244514,0.26631239572936455,1.0,0.2671288552234354,0.7821388491842663,0.4225381418557757,0.620431115945221,0.4353714638921076,0.6795789720909249,0.32401146335146114,0.40094936493384925
49,los_angeles_clippers,2001,0.45172475012821883,0.36056402660689574,0.4963560842832678,0.3289967181202861,0.376321990703872,0.3570885641092482,0.530867538151898,0.5157884666554866,0.49718445138779904,0.29207458708774964,0.5430034222093595,0.18305559448351538,0.43664451039686053,0.550425294278952,0.5429225270748071,0.2053940114988314,0.07484923351664191,0.6635260108619478,0.6636119554256787,0.3785793216516124,0.40094936493384925
50,cleveland_cavaliers,2001,0.4423680043319226,0.4064595675935366,0.4304533624886283,0.05132897054762209,0.0659788796823862,0.32411336840206506,0.7055629501144893,0.7602619854963488,0.3484771311602443,0.5108106925829548,0.5269632439169053,0.6441701859989877,0.52054851948669,0.36156100157527427,0.4693175048872816,0.335680489712998,0.40219836297378936,0.48802251319283996,0.7753810720824016,0.5531964682120961,0.3883351066556455
51,new_jersey_nets,2001,0.3207303089800637,0.41793345284019695,0.24372898407048152,0.3289967181202861,0.3887357151447314,0.3175183292606284,0.3870007283003526,0.5501005394752567,0.22101371382233917,0.6338497519240074,0.631224402817856,0.605743970039365,0.36472678831986405,0.18618701549328748,0.23930181055126326,0.2227655419273869,0.42038442572140877,0.4353714638921076,0.4879747721079711,0.6623321848123986,0.3841303538962439
52,charlotte_hornets,2001,0.33944380057265766,0.38351179710021577,0.30963170586512156,0.2799965273721688,0.31425336849957486,0.40325383809930504,0.4383817318187617,0.5758345940900841,0.2528795681568159,0.5791657255502064,0.631224402817856,0.516082799466912,0.5445210935123553,0.6313671340090999,0.6809319436764182,0.5441388548556644,0.45675655121664727,0.5231232127266615,0.44007372211223283,0.3567521783315516,0.3757208483774418
53,vancouver_grizzlies,2001,0.4236545127393287,0.4064595675935366,0.3975020015913083,0.26366313045612977,0.28321905739742625,0.38346872067499477,0.54114373885558,0.6144356760123258,0.3484771311602443,0.3467586134615511,0.38260163928482027,0.6761920326320066,0.3407542142941986,0.3345803883318918,0.3221074605122297,0.5441388548556644,0.2748959237404542,0.33006936529064296,0.6476449387604324,0.32401146335146114,0.3673113428586391
54,atlanta_hawks,2001,0.43301125853562566,0.4982506495668182,0.30963170586512156,0.2799965273721688,0.2770121951769966,0.475799268655108,0.54114373885558,0.6873488307543376,0.22101371382233917,0.21004854752704807,0.30240074782255066,0.605743970039365,0.5325348064995227,0.44250284130542167,0.5429225270748071,0.17933671585599803,0.3840123002261701,0.3827204145913753,0.8073151054128938,0.4986286099119449,0.33787807354282995
55,miami_heat,2001,0.22716285101709577,0.21140351840031202,0.2986479188993482,0.5576642749448327,0.6183896173006309,0.39665879895786804,0.1300957107083069,0.23700287499485334,0.3484771311602443,0.29207458708774964,0.3665614609923661,0.605743970039365,0.22089134416587106,0.3480706949535828,0.23930181055126326,0.25750860278449783,0.3840123002261701,0.2072169169222674,0.32830460545550977,0.31309789169143076,0.2495782655954031
56,new_york_knicks,2001,0.2926600715911736,0.17124492003700098,0.452420936420175,0.39433030578444217,0.41356316402645027,0.4362290338064882,0.3150673233745799,0.34851711165910654,0.4546966456084981,0.21004854752704807,0.222199856360281,0.8427056351237042,0.16095990910170732,0.4964640677921871,0.2945055771919078,0.13590788978460916,0.18396561000235767,0.29496866575682135,0.4560407387774789,0.4986286099119449,0.24116876007660043
57,chicago_bulls,2001,0.2552330884059866,0.3204054282435847,0.2327451971047082,0.26366313045612977,0.28942591961785596,0.40325383809930504,0.35617212618930705,0.5458115303727851,0.16790395659821225,0.26473257390084914,0.3986418175772741,0.47765658350729007,0.3886993623455297,0.06477425589806607,0.17489741613717785,0.4485954374986091,0.4749426139642665,0.3651700648244644,0.6636119554256787,0.5531964682120961,0.19491647972318588
58,dallas_mavericks,2002,0.7431050377188131,0.685538146082841,0.6599000221470489,0.7226573554870188,0.6887613486006707,0.6264727954561516,0.5780616902125428,0.4712322394324221,0.6908467203890827,0.6164497537867455,0.5574618294912935,0.9311882763543954,0.3415365561323097,0.6253248945679034,0.513458118227818,0.43826040428883645,0.27650398122930897,0.4159809377034866,0.19903946757530366,0.6209141013259195,0.8583714919985312
59,sacramento_kings,2002,0.8154116675406499,0.7488378240763265,0.7248629392137484,0.3992301758899466,0.38727742767864237,0.5490133084221136,0.8846716144160611,0.7630165620986006,0.6664183244677832,0.6260135810933651,0.6936048246058344,0.5285420261784459,0.4897095331539558,0.8840339261816901,0.8182693611186576,0.6352973038911975,0.6296645797478779,0.385149200439174,0.4489293513216581,0.17306971880648536,0.836149462924989
60,los_angeles_lakers,2002,0.6888750653524351,0.608171872979693,0.646907438733709,0.5339915007220601,0.5581183162011251,0.4574702782909763,0.6472961892262408,0.5313054823342827,0.7030609183497324,0.4825561714940678,0.6799905250943804,0.14785829873936807,0.502057281239093,0.7014157862190172,0.7094082029433576,0.536778854090017,0.3694409808394587,0.5701396240250495,0.2872358971328405,0.5825274399671108,0.713928303020509
61,orlando_magic,2002,0.6165684355305985,0.6574049558635139,0.47800385436028936,0.7226573554870188,0.6937860806160376,0.5912639377134071,0.4395926921851477,0.44119561798149187,0.48320535505803786,0.4251732076543491,0.49619748168975,0.5505045489153167,0.3785798003877213,0.3970522196145621,0.3719386125999282,0.4273139098664829,0.4623779804496084,0.4005650690713304,0.4195305414691457,0.39059413317306757,0.6842989309224534
62,minnesota_timberwolves,2002,0.7159900515356244,0.6503716583086827,0.646907438733709,0.34532564595710113,0.3219559114788697,0.6264727954561516,0.8154371154023632,0.7587256161770395,0.5442763448612865,0.37735407112124997,0.3600544865752091,0.8726215490560755,0.5514482735796417,0.6101067162376804,0.6985220871258282,0.6790832815806115,0.1463921817750995,0.4776444122321118,0.3901317316166335,0.45457190210441534,0.6398548727753696
63,seattle_supersonics,2002,0.6707984078969764,0.47453921943789085,0.7508481060404275,0.5070392357556374,0.4726978719398838,0.6264727954561516,0.6472961892262408,0.5227235904911597,0.7152751163103821,0.21476900690871298,0.2919829890179386,0.5578253898276068,0.4156230446431329,0.19921590132166617,0.2739635702421577,0.5915113262017841,0.5367275801377283,0.3543174631748615,0.4342299463954018,0.44177634831814605,0.5805961285792582
64,golden_state_warriors,2002,0.5261851482533022,0.7347712289666629,0.23114476950683174,0.22404045360819905,0.2867827873712997,0.23213358873740897,0.6967494028074535,0.8402535886867066,0.19006460400244432,0.7120880268529437,0.8501692689875565,0.3162376397220371,0.9712717084743052,0.4883612895958983,0.9706749825640781,0.29595597679824204,0.4252031806055486,0.6626348358179873,0.8899114991093422,0.6848918702572673,0.5805961285792582
65,milwaukee_bucks,2002,0.5713767918919503,0.3831063512250793,0.6599000221470489,0.6687528255541736,0.6485634924777335,0.605347480810505,0.4198114067526624,0.3167581862562099,0.7152751163103821,0.2817157980550518,0.36686163633093627,0.5065795034415768,0.23040682336607543,0.6101067162376804,0.3937108442349878,0.48204638197824995,0.3136787810733689,0.4005650690713304,0.49302756610042636,0.5313452248220328,0.5731887855547442
66,indiana_pacers,2002,0.45387851843146476,0.3831063512250793,0.4520186875336103,0.3588017784403126,0.41240108775547807,0.35184370506274143,0.5187178339150875,0.5227235904911597,0.4709911570973875,0.6833965449330841,0.6936048246058344,0.6822796853365366,0.35388430421744704,0.6253248945679034,0.5352303498628782,0.536778854090017,0.4437905805275785,0.493060280864268,0.6547210202892437,0.6720963164709975,0.5472630849689453
67,san_antonio_spurs,2002,0.4267635322482762,0.2002406147994552,0.6079296884936884,0.4127063083731579,0.4224505517862124,0.5138044506793686,0.44948333490139,0.39828615876587736,0.5931331367038848,0.6833965449330841,0.7684834719188318,0.4626544579678369,0.3291888080471726,0.6253248945679034,0.5025720024102878,0.20838402141941462,0.3694409808394587,0.6780507044501436,0.5371257808791948,0.19866082637902438,0.5435594134566885
